5.53295,1.85976e-07,6.1145e-88
5.56421,-3.09945e-07,1.80888e-91
5.59547,-5.2453e-07,3.60452e-95
5.62673,-7.76248e-08,4.67086e-99
5.65799,6.11999e-07,3.78038e-103
5.68925,6.77058e-07,1.82407e-107
5.72051,-1.52718e-07,4.97059e-112
5.75177,-1.02825e-06,7.17943e-117
5.78303,-8.02285e-07,5.09949e-122
5.81429,5.46816e-07,1.62871e-127
5.84555,1.5861e-06,2.09948e-133
5.87681,8.85624e-07,9.57072e-140
5.90807,-1.15681e-06,1.30967e-146
5.93933,-2.33634e-06,4.37486e-154
5.97059,-9.27265e-07,2.73418e-162
6.00185,2.05124e-06,2.25227e-171
6.03311,3.3731e-06,1.52163e-181
6.06437,9.59655e-07,4.33525e-193
6.09563,-3.31921e-06,1.96636e-206
6.12689,-4.8634e-06,3.1357e-222
6.15815,-1.08187e-06,1.40014e-241
6.18941,5.06448e-06,1.5247e-266
6.22067,7.08769e-06,9.60762e-302
6.25193,1.52515e-06,0
